tail;head;cost
Complex3708,Protein8072;Complex3733;1
Complex3708,Protein8076;Complex3735;1
Complex3709,Complex3710;Complex3711;1
Complex3711,Complex3546;Complex3710,Complex3712,Protein8044;1
Complex3712;Complex3713;1
Complex3712,Complex3735,Protein7897;Complex3738,Protein8081,Protein8084;1
Complex3713,Complex3714,SmallMolecule315;Complex3715;1
Complex3719,Complex3735;Complex3736,Protein8078;1
Complex3722,Complex3725;PhysicalEntity504,SmallMolecule83;1
Complex3722,Complex3767;Complex6534;1
Complex3722,Complex6532,SmallMolecule358;Complex6533;1
Complex3723,Complex3546,Complex3722;Complex3724,Protein8063;1
Complex3724,SmallMolecule315;Complex3725,Protein8062;1
Complex3727,Complex3727;Complex3728;1
Complex3728;Complex3705,PhysicalEntity505;1
Complex3731,Protein8070;Complex3732;1
Complex3732,Complex3730,Protein8074;Complex3734,Protein8073;1
Complex3734;Complex3708,Protein8070;1
Complex3734,Protein7691;Complex3739;1
Complex3736,Complex3735;Complex3737,Protein8079;1
Complex3740,Protein8072;Complex3741;1
Complex3742;Protein8087,Protein8088;1
Complex3743,Complex3745;Complex3747;1
Complex3743,Protein3335,Protein8096;Complex3751;1
Complex3743,Protein8087;Complex3744;1
Complex3744,Complex3744,Complex3746;Complex3743,Complex3745;1
Complex3745,Protein7925,Protein7925;Complex3752;1
Complex3747,Protein3335,Protein8096;Complex3750;1
Complex3747,Protein8087;Complex3749;1
Complex3749,Complex3749;Complex3745,Complex3747;1
Complex3753,Complex3745;Complex3755;1
Complex3754,Complex3753;Complex3745,Protein8100;1
Complex3754,Complex3755;Complex3745,Protein8100;1
Complex3755,Protein3335,Protein8105;Complex3757;1
Complex3755,Protein8107,Protein8109;Complex3758;1
Complex3759,Complex8524;Complex8526;1
Complex3759,Protein8112;Complex3760;1
Complex3761,Complex3762;Complex3763;1
Complex3762,Protein14638;Complex6521;1
Complex3762,Protein14694;Complex6526;1
Complex3765,Protein129;Complex3766;1
Complex3765,Protein14698;Complex6537;1
Complex3767,Protein8112;Complex3768;1
Complex3779,Complex3780,SmallMolecule2658,Complex3782;Complex3781;1
Complex377,Protein974;Complex378,Protein975;1
Complex3781,Protein7783;Complex6331;1
Complex3786;Complex3787;1
Complex3787,SmallMolecule123,Complex3786;Complex3788,SmallMolecule124;1
Complex3789,Complex76;Complex3790;1
Complex3789,Protein183;Complex3799;1
Complex3789,Protein187;Complex3791;1
Complex3789,Protein7793;Complex3795;1
Complex3789,Protein8153;Complex3796;1
Complex3789,Protein8156;Complex3800;1
Complex3789,Protein8157;Complex3801;1
Complex3791,Protein7787;Complex3792;1
Complex3793,Complex5774;Complex3794;1
Complex3793,SmallMolecule125,Complex3792;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex3903;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex3906;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex3927;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex3930;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex3999;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex4070;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex4120;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex4140;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5728;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5733;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5735;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5743;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5745;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5750;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5755;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5759;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5762;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5763;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5764;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5765;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5767;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5768;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5770;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5773;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5775;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex5779;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex6628,Complex5730;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex6663,Complex5738;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex6676,Complex5740;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex6690,Complex5748;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex7896;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,Complex8965;Complex3794,SmallMolecule133;1
Complex3793,SmallMolecule125,PhysicalEntity1003;Complex3794,SmallMolecule133;1
Complex3794,Complex5782,Protein12150;Complex5783;1
Complex3794,Protein12155;Complex5826;1
Complex3794,Protein12196;Complex5828;1
Complex3794,Protein14909;Complex6802;1
Complex3794,Protein6887;Complex8966;1
Complex379,Protein974;Complex378,Complex382;1
Complex3802,SmallMolecule123,Protein8159;Complex3805,SmallMolecule124;1
Complex3803,Complex5991;Complex6908;1
Complex3803,PhysicalEntity1191;Complex6541;1
Complex3803,Protein14074;Complex6540;1
Complex3803,Protein14135;Complex6409;1
Complex3803,Protein14140;Complex6539;1
Complex3803,Protein14166;Complex6538;1
Complex3803,Protein14167;Complex6456;1
Complex3803,Protein14681;Complex6514;1
Complex3803,Protein7951;Complex3804;1
Complex3816,Protein5727;Complex3819;1
Complex3818,Complex6375;Complex6376;1
Complex3820,Protein5727;Complex3822;1
Complex3823,Complex3824;Complex3825;1
Complex3826,SmallMolecule2681;Complex3827;1
Complex3838,PhysicalEntity512;Complex3837;1
Complex383,Protein976;Complex384;1
Complex384;Complex385;1
Complex3840,Protein1839;Complex3839;1
Complex3842,Protein1839;Complex3841;1
Complex3844,PhysicalEntity513;Complex3846;1
Complex3844,Protein8205;Complex3845;1
Complex3851,PhysicalEntity517;Complex3852;1
Complex3858,Complex7190;Complex7191;1
Complex3880,SmallMolecule123;Complex3880,SmallMolecule124;1
Complex3883,Complex706,PhysicalEntity521;Complex3884;1
Complex3883,Complex706,Protein8350;Complex3923;1
Complex3884;Complex3891;1
Complex3884,Protein8316;Complex3887;1
Complex3887;Complex3890;1
Complex389;Complex390,Protein1141;1
Complex3892,PhysicalEntity522;Complex3915,Complex3918;1
Complex3892,SmallMolecule123,Complex3892;Complex3893,SmallMolecule124;1
Complex3893,Complex3902;Complex3903;1
Complex3893,Complex3907;Complex3908;1
Complex3893,Protein4825;Complex3910;1
Complex3893,Protein7793;Complex3904;1
Complex3893,Protein8347;Complex3912;1
Complex3902,Complex3905;Complex3906;1
Complex3902,Complex3925;Complex3927;1
Complex3902,Complex3929;Complex3930;1
Complex3902,Complex3998;Complex3999;1
Complex3902,Complex4069;Complex4070;1
Complex3902,Complex4119;Complex4120;1
Complex3902,Complex4139;Complex4140;1
Complex3902,Complex4150;Complex5775;1
Complex3902,Complex4169;Complex5762;1
Complex3902,Complex4194;Complex5767;1
Complex3902,Complex5731;Complex5730;1
Complex3902,Complex5734;Complex5733;1
Complex3902,Complex5736;Complex5735;1
Complex3902,Complex5739;Complex5738;1
Complex3902,Complex5741;Complex5740;1
Complex3902,Complex5744;Complex5743;1
Complex3902,Complex5746;Complex5745;1
Complex3902,Complex5749;Complex5748;1
Complex3902,Complex5756;Complex5755;1
Complex3902,Complex5760;Complex5759;1
Complex3902,Complex5769;Complex5768;1
Complex3902,Complex5771;Complex5770;1
Complex3902,Complex6876;Complex5773;1
Complex3902,PhysicalEntity1004;Complex5750;1
Complex3902,PhysicalEntity1009;Complex5776;1
Complex3902,Protein12122;Complex5763;1
Complex3902,Protein12126;Complex5766;1
Complex3902,Protein12130;Complex5779;1
Complex3902,Protein16914;Complex7896;1
Complex3902,Protein7794;Complex5764;1
Complex3904,SmallMolecule123,Complex3904;Complex3905,SmallMolecule124;1
Complex3907,Complex3925;Complex3931;1
Complex3907,Complex3998;Complex4000;1
Complex3907,Complex4069;Complex4071;1
Complex3907,Complex4119;Complex4121;1
Complex3907,Complex4139;Complex4141;1
Complex3907,Complex4194;Complex6569;1
Complex3907,Complex4200;Complex4199;1
Complex3907,Complex4212;Complex4211;1
Complex3907,Complex4221;Complex4220;1
Complex3907,Complex4227;Complex4226;1
Complex3907,Complex4233;Complex4232;1
Complex3907,Complex4236;Complex4235;1
Complex3907,Complex4239;Complex4238;1
Complex3907,Complex6694;Complex6695;1
Complex3908,Protein224;Complex3909;1
Complex3910,SmallMolecule123,Complex3910;Complex3911,SmallMolecule124;1
Complex3911;Complex3893,Protein8346;1
Complex3912,SmallMolecule123,Complex3912;Complex3913,SmallMolecule124;1
Complex3915,PhysicalEntity523;Complex3922;1
Complex3923;Complex3924;1
Complex3924,SmallMolecule123,Complex3924;Complex3925,SmallMolecule124;1
Complex3925,Protein4825;Complex3933;1
Complex3925,Protein7793;Complex3928;1
Complex3928,SmallMolecule123,Complex3904;Complex3929,SmallMolecule124;1
Complex3931,Protein224;Complex3932;1
Complex3933,SmallMolecule123,Complex3933;Complex3934,SmallMolecule124;1
Complex3934;Complex3925,Protein8346;1
Complex3936,PhysicalEntity523;Complex3938;1
Complex3936,SmallMolecule123,Complex3936;Complex4194,SmallMolecule124;1
Complex3936,SmallMolecule123,Protein14714;Complex4194,SmallMolecule124;1
Complex3937;Complex3936;1
Complex3937,Complex7028;Complex7035;1
Complex3939,SmallMolecule123,Complex3939;Complex3940,SmallMolecule124;1
Complex3942,Complex5715;Complex5717;1
Complex3942,SmallMolecule123,Complex3942;Complex3943,SmallMolecule124;1
Complex3944,SmallMolecule2701;Complex3945;1
Complex3946,SmallMolecule123,Complex3946;Complex3957,SmallMolecule124;1
Complex3946,SmallMolecule2711;Complex3968;1
Complex3957,Protein221;Complex3969;1
Complex3958,SmallMolecule123,Complex3958;Complex3971,SmallMolecule124;1
Complex3969,Protein224;Complex3970;1
Complex3971,Complex3972;Complex3973;1
Complex3972,PhysicalEntity1009;PhysicalEntity1342;1
Complex3973,SmallMolecule123,Complex3973;Complex3974,SmallMolecule124;1
Complex3974,Protein221;Complex3975;1
Complex3975,Protein224;Complex3976;1
Complex3978,SmallMolecule123,Complex3978;Complex3983,SmallMolecule124;1
Complex397,Complex407;Complex412;1
Complex397,PhysicalEntity31;Complex401;1
Complex3988,SmallMolecule123,Complex3988;Complex3992,SmallMolecule124;1
Complex3997,SmallMolecule123,Complex3997;Complex3998,SmallMolecule124;1
Complex4000,Protein224;Complex4001;1
Complex4002,SmallMolecule123,Complex4002;Complex4003,SmallMolecule124;1
Complex4003;PhysicalEntity526,Protein8346;1
Complex4004,SmallMolecule123,Complex4004;Complex4013,SmallMolecule124;1
Complex400,Protein18691;Complex8692;1
Complex401;Complex402;1
Complex4022,SmallMolecule123,Complex4022;Complex4026,SmallMolecule124;1
Complex4031,SmallMolecule123,Complex4031;Complex4039,SmallMolecule124;1
Complex4047,SmallMolecule123,Complex4047;Complex4053,SmallMolecule124;1
Complex4060,PhysicalEntity532;Complex4067;1
Complex4060,SmallMolecule123,Complex4060;Complex4063,SmallMolecule124;1
Complex4060,SmallMolecule2715;Complex4066;1
Complex4068,SmallMolecule123,Complex4068;Complex4069,SmallMolecule124;1
Complex4071,Protein224;Complex4072;1
Complex4073,SmallMolecule123,Complex4073;Complex4074,SmallMolecule124;1
Complex4074;PhysicalEntity533,Protein8346;1
Complex4075,SmallMolecule123,Complex4075;Complex4081,SmallMolecule124;1
Complex4087,SmallMolecule123,Complex4087;Complex4097,SmallMolecule124;1
Complex40,Protein165;Complex41;1
Complex4107,SmallMolecule123,Complex4107;Complex4109,SmallMolecule124;1
Complex4111,SmallMolecule123,Complex4111;Complex4114,SmallMolecule124;1
Complex4118,SmallMolecule123,Complex4118;Complex4119,SmallMolecule124;1
Complex4121,Protein224;Complex4122;1
Complex4123,SmallMolecule123,Complex4123;Complex4124,SmallMolecule124;1
Complex4124;PhysicalEntity535,Protein8346;1
Complex4125,SmallMolecule123,Complex4125;Complex4126,SmallMolecule124;1
Complex4127,SmallMolecule123,Complex4127;Complex4132,SmallMolecule124;1
Complex4127,SmallMolecule2705;Complex4137;1
Complex4138,SmallMolecule123,Complex4138;Complex4139,SmallMolecule124;1
Complex413,PhysicalEntity39;Complex414;1
Complex414;Complex415;1
Complex4141,Protein224;Complex4142;1
Complex4143,SmallMolecule123,Complex4143;Complex4144,SmallMolecule124;1
Complex4144;PhysicalEntity536,Protein8346;1
Complex4150,Protein15031;Complex6981;1
Complex4150,Protein15035;Complex6982;1
Complex4150,Protein15045;Complex6991;1
Complex4150,Protein15047;Complex6998;1
Complex4150,Protein182;Complex6990;1
Complex4150,Protein8159;Complex6972;1
Complex4150,Protein8218;Complex6999;1
Complex4151,Protein15027;Complex6968;1
Complex4153,Protein15036;Complex8158;1
Complex4153,Protein187;Complex8159;1
Complex4155,Complex8154;Complex8155;1
Complex4157,Protein14964;Complex6864;1
Complex4167,Protein224;Complex4166;1
Complex4168,Protein8555;Complex4167;1
Complex4169,Complex4173;Complex4168;1
Complex4169,Protein8161;Complex7017;1
Complex4173,Protein221;Complex3907;1
Complex4173,SmallMolecule1206;Complex6582;1
Complex4175,Protein224;Complex4174;1
Complex4176,Protein15060;Complex7023;1
Complex4176,Protein8156;Complex7018;1
Complex4176,Protein8555;Complex4175;1
Complex417,PhysicalEntity43;Complex418;1
Complex418;Complex419;1
Complex4181,Protein224;Complex4180;1
Complex4182,Protein8555;Complex4181;1
Complex4187,Protein224;Complex4186;1
Complex4188,Protein8555;Complex4187;1
Complex4194,Complex6582;Complex6583,SmallMolecule1206;1
Complex4194,Complex6599;Complex6600;1
Complex4194,Protein7793;Complex6568;1
Complex4194,Protein8161;Complex6558;1
Complex4194,Protein8347;Complex6594;1
Complex4199,Protein224;Complex4198;1
Complex41,Protein168;Complex42;1
Complex4201,Protein14761;Complex6627;1
Complex4201,Protein14762;Complex6632;1
Complex4201,Protein4825,SmallMolecule1206;Complex6630;1
Complex4201,Protein8418;Complex6626;1
Complex4205,Protein8356,SmallMolecule2680,SmallMolecule2680;Complex6625;1
Complex4211,Protein224;Complex4210;1
Complex421,PhysicalEntity45;Complex423;1
Complex4220,Protein224;Complex4219;1
Complex4222,Protein14761;Complex6674;1
Complex4222,Protein14762;Complex6680;1
Complex4222,Protein4825,SmallMolecule1206;Complex6678;1
Complex4222,Protein8418;Complex6673;1
Complex4226,Protein224;Complex4225;1
Complex4228,Protein14761;Complex6687;1
Complex4228,Protein14762;Complex6693;1
Complex4228,Protein4825,SmallMolecule1206;Complex6691;1
Complex4228,Protein8418;Complex6686;1
Complex423;Complex424;1
Complex4232,Protein224;Complex4231;1
Complex4233,Complex6603;Complex6634;1
Complex4235,Protein224;Complex4234;1
Complex4236,Complex6603;Complex6667;1
Complex4238,Protein224;Complex4237;1
Complex4239,Complex6603;Complex6681;1
Complex4241,SmallMolecule123,Complex4243;Complex4242,SmallMolecule124;1
Complex4242,Complex4244;Complex4245;1
Complex4245,SmallMolecule123,Complex4245;Complex4244,Protein8627,SmallMolecule124;1
Complex4247,Complex4249;Complex4248,Protein2287;1
Complex4250,Protein8666;Complex4266;1
Complex4250,Protein8667;Complex4267;1
Complex4250,Protein8668;Complex4268;1
Complex4250,Protein8669;Complex4269;1
Complex4270,Protein1716,Protein8690;Complex4271;1
Complex427,PhysicalEntity47;Complex430;1
Complex4294,Protein8666;Complex4299;1
Complex4294,Protein8667;Complex4300;1
Complex4294,Protein8668;Complex4301;1
Complex4294,Protein8669;Complex4302;1
Complex42,Complex43;Complex44;1
Complex43,PhysicalEntity1184;Complex6477;1
Complex43,Protein14182;Complex6477;1
Complex4303,Protein1716,Protein8690;Complex4304;1
Complex4304,Complex4249;Complex4305,Protein8705;1
Complex4308,Protein7006;Complex4310,Complex7351;1
Complex4308,Protein8715;Complex4309,Complex4310;1
Complex4309,Protein1757,Protein1758,Protein7011,Protein7015;Complex4311;1
Complex4311,Complex4316;Complex4317;1
Complex4311,Dna147;Complex4312;1
Complex4311,Dna148;Complex4313;1
Complex4311,Dna149;Complex4314;1
Complex4311,Dna153;Complex4315;1
Complex4316,Complex7350;Complex7442;1
Complex4317,SmallMolecule361,Complex4317;Complex4316,Complex4318,Protein1757,Protein1758,Protein7011,Protein7015,Protein8734,SmallMolecule362;1
Complex4319,Protein8757;Complex7443;1
Complex431,Protein1145,Protein4903,Protein4904;Complex1786;1
Complex431,Protein1215;Complex1824;1
Complex431,Protein4927;Complex1819;1
Complex431,SmallMolecule724,SmallMolecule725,Protein4928;Complex431;1
Complex432;Complex433;1
Complex4320,Protein8666;Complex4325;1
Complex4320,Protein8667;Complex4326;1
Complex4320,Protein8668;Complex4327;1
Complex4320,Protein8669;Complex4328;1
Complex4329,Protein1716,Protein8690;Complex4330;1
Complex4339,Complex7322;Complex7323;1
Complex4339,PhysicalEntity550,Protein8785,Protein8785;Complex4343;1
Complex4339,PhysicalEntity551,Protein8785,Protein8785;Complex4344;1
Complex4339,Protein15385;Complex7308;1
Complex4339,Protein15385,Protein15398,Protein15398;Complex7311;1
Complex4339,Protein15397;Complex7309;1
Complex4339,Protein8785,Protein8837,Protein8785;Complex7306;1
Complex4341,Protein8777,Complex4341;Complex4352;1
Complex4341,Protein8812;Complex4347;1
Complex4344,SmallMolecule123,Complex4344;Complex4345,SmallMolecule124;1
Complex4345;Complex4346,PhysicalEntity552;1
Complex4347,Complex4349,Complex4347;Complex4350,Protein6550;1
Complex4349,Complex4352,Complex4352;Complex7305,Protein6550;1
Complex4349,Complex7337;Complex7339;1
Complex435;Protein7664;1
Complex4352,Complex4354,Complex4352;Complex4355,Protein6550;1
Complex4352,Complex7339;Complex7340,Protein6550;1
Complex4355,SmallMolecule123,Complex4355;Complex4357,SmallMolecule124;1
Complex435,Protein4908;Complex1830;1
Complex435,Protein4935;Complex1829;1
Complex435,Protein6108;Complex3500;1
Complex435,Protein8144;Complex3784;1
Complex4360,SmallMolecule123,Complex4360;Complex7700,SmallMolecule124;1
Complex4366,Protein16781;Complex7784;1
Complex4369,Complex4370;Complex4373;1
Complex437;Complex438;1
Complex4370,Complex7984;Complex7985;1
Complex4373,Protein1716,Complex4373;Complex4374;1
Complex4374,SmallMolecule123,SmallMolecule138,Complex4374;Complex4370,PhysicalEntity555,Protein8929,SmallMolecule124,SmallMolecule2735;1
Complex4377,Protein16938;SmallMolecule2737;1
Complex4377,Protein16945;Protein16946,Protein8976,SmallMolecule138;1
